,Unnamed: 0,word_us,word_length,n_phon,nonword,n_phon_nw,ipa_words,ipa_nonwords,ipa_words_shuffle_0,ipa_nonwords_shuffle_0,ipa_words_shuffle_1,ipa_nonwords_shuffle_1,ipa_words_shuffle_2,ipa_nonwords_shuffle_2,ipa_words_shuffle_3,ipa_nonwords_shuffle_3,ipa_words_shuffle_4,ipa_nonwords_shuffle_4
5911,5911,nautilus,8,7,nautolis,7,nɔːɾɪləs,nɔːɾɑːliz,ɾɔsɪːnəl,zɑːɔːɾlin,lːɪəɾsnɔ,ːɑɾːɔnliz,ɾnəlɔɪːs,iɾɑlɔːnzː,ːɾlnəɔsɪ,ɔɑlnzɾːːi,lɾəːɪɔsn,iɑnlːzːɾɔ
5912,5912,naval,5,5,novil,5,neɪvəl,nɑːvəl,ənevɪl,əvlːnɑ,lenvəɪ,vːɑəln,veənɪl,nəɑvlː,əeɪvnl,nəvɑːl,enəɪlv,ɑːvənl
5913,5913,navigability,12,12,navigobalory,12,nævɪɡəbɪlᵻɾi,nævɪɡɑːbɐlɚɹi,ᵻɾɡænɪəilɪbv,nɪblːɹɡvɐɑæɚi,vɾnɪbiælᵻəɪɡ,ɐɚbːinvɪɑɹɡæl,əɾɡvɪæᵻbliɪn,ɡɹbɐlɑævɪːiɚn,nbvɪəɪæiᵻlɡɾ,iɪæɹvɐnlɚbːɑɡ,væɪɾɡinlbᵻɪə,æblɚɡviɐɹːɑɪn
5914,5914,navigate,8,7,navogale,7,nævɪɡeɪt,nævəɡeɪl,tenæɪɡvɪ,æɪɡnlveə,nɡvɪeæɪt,enəvæɡɪl,tæɪneɡɪv,næɡəlɪev,vtɡɪɪeæn,ɪevɡlnæə,ɪveɪɡntæ,ælɪɡevnə
5915,5915,navigation,10,9,navidative,9,nævɪɡeɪʃən,nævɪdətɪv,æɪɪəvnɡneʃ,æɪtɪdənvv,ɪæeɪɡʃnnəv,vnædvɪəɪt,ʃnæɪeɡəɪvn,tvdnəvɪæɪ,ɡnnəæʃeɪvɪ,vɪɪtændvə,ɪəɡeænvʃnɪ,ædvɪtnəɪv
5916,5916,navigator,9,9,navibapor,9,nævɪɡeɪɾɚ,nævɪbæpɚ,nɡɚɪvɪɾeæ,æɪbæpɚvn,nveɪɚɾɪɡæ,ɪnæævpbɚ,ɪvɚeɡnɾɪæ,ævbɪnæpɚ,ɾɚɪɪævnɡe,pnbɪvɚææ,ɪnɪɡvæɾɚe,bɚɪæævnp
5917,5917,navy,4,4,nopy,4,neɪvi,noʊpi,vɪnei,ipoʊn,ɪvnei,pinʊo,ɪevni,niopʊ,ienɪv,poniʊ,ivenɪ,ionpʊ
5918,5918,nazi,4,5,noza,4,nɑːtsi,noʊzə,ɑinsːt,əʊnzo,nːɑsti,ʊznoə,isɑtnː,ʊnozə,ntsiːɑ,ʊəzno,nɑtisː,əzʊon
5919,5919,near,4,3,neam,3,nɪɹ,niːm,ɹɪn,mːni,ɹɪn,miːn,nɹɪ,ːimn,ɪnɹ,minː,nɹɪ,ːmin
5920,5920,nearby,6,5,noorpy,5,nɪɹbaɪ,nɔːɹpi,ɹbanɪɪ,ːipnɔɹ,baɹnɪɪ,ɔːinpɹ,ɪɪbɹan,ɹɔipnː,nɪɹɪab,iɹpnːɔ,ɪbɪaɹn,ipːnɔɹ
5921,5921,nearing,7,5,nooring,5,nɪɹɪŋ,nɔːɹɪŋ,ɹŋɪnɪ,ɪnɔːɹŋ,ɪnɪɹŋ,ɔɹŋɪnː,nɪŋɪɹ,ŋɪɹɔːn,ŋnɪɪɹ,ɹŋnɔːɪ,ɪŋɪnɹ,ŋɔɹːɪn
5922,5922,nearsighted,11,8,nearmighted,8,nɪɹsaɪɾᵻd,nɪɹmaɪɾᵻd,ɪɹdɾɪnᵻsa,ɹᵻɪmaɪdnɾ,dɪɪnsɹaɾᵻ,dmᵻɪnaɪɾɹ,ɪdᵻɪnsaɹɾ,ɹadᵻɪɾɪnm,ɾɹɪdᵻnɪas,adɪɾnɪmɹᵻ,ɪɹnɾsᵻdɪa,dᵻɾɪmaɹɪn
5923,5923,neat,4,3,noot,3,niːt,nuːt,ːnit,ntːu,nitː,untː,inːt,utnː,ːnti,utnː,tːin,ːunt
5924,5924,necessarily,11,10,necessirony,10,nɛsɪsɛɹᵻli,nɛsɪsaɪɚni,ɪnᵻɛlssɹiɛ,nsaɚɪɛisnɪ,ᵻiɛɛsnɪɹls,asnisɪɪnɚɛ,ɹlsɛiɛsnᵻɪ,ɪisasɛɚɪnn,isɹɛnᵻɛɪls,sɛnɪɪnsaɚi,liɛɛɪsᵻsɹn,ɪninsaɪɛsɚ
5925,5925,necessary,9,8,necenlary,9,nɛsᵻsɚɹi,nɛsənlɚɹi,ɚᵻinɹssɛ,nɛəlsɹniɚ,snsɛɹɚᵻi,ɛɹnənsliɚ,ᵻɛsnsɹiɚ,əinnlɹsɛɚ,ɹssɛᵻniɚ,səiɚlnnɛɹ,nsᵻɛsɹɚi,ɹsəilɛnnɚ
5926,5926,necessitate,11,9,necersulate,11,nəsɛsɪteɪt,nɛsɚsjʊleɪt,ɪteɪtɛnsəs,nesɪjɚɛstʊl,estəsɪtɪɛn,ʊesjnɛsɪtlɚ,ɪtsntəɛsɪe,sʊtejnɚslɪɛ,sɛtəɪɪtesn,sʊesɛnjɚlɪt,tstɪəɪesɛn,jsɚɛɪestnʊl
5927,5927,necessity,9,8,necirtimy,9,nəsɛsɪɾi,nɛsɚtɪmi,iɾsənsɛɪ,mɪɛistɚn,ɪɛinəsɾs,ɪɛɚstnim,sɛɾɪisən,ɪɛistmɚn,ɾɪnəssɛi,ɛmnsitɪɚ,isnɾɪsəɛ,sɛɪɚntmi
5928,5928,neck,4,3,nuck,3,nɛk,nʌk,nkɛ,nkʌ,nɛk,nʌk,knɛ,ʌnk,nɛk,nʌk,ɛkn,ʌkn
5929,5929,neckband,8,7,nickbind,7,nɛkbænd,nɪkbaɪnd,ndænɛkb,dɪanɪkbn,æɛdknnb,nbnɪɪakd,kæɛnbdn,baɪnnkdɪ,nɛkbndæ,nankbɪɪd,nændbkɛ,ɪdnɪknba
5930,5930,necklace,8,6,nucklawn,6,nɛkləs,nʌklɔːn,kəsɛnl,lɔːnknʌ,nskɛlə,nnːkʌɔl,ləɛnks,nʌːlnɔk,ɛkləsn,nʌnlkːɔ,sləɛnk,lɔkʌːnn
5931,5931,nectar,6,6,nictor,6,nɛktɚ,nɪktɚ,tɛnkɚ,kɚntɪ,ɚɛktn,ntkɚɪ,nɛtkɚ,ɚnkɪt,ɚnɛtk,ɚkɪtn,ɚktnɛ,ntɚɪk
5932,5932,nectarine,9,8,nectugane,8,nɛktɑːɹɹiːn,nɛktuːɡeɪn,nɛɹɑːɹtiknː,ɪːetnuɡknɛ,iːnːɹnɛktɑɹ,ekutɡnːɪɛn,ɹiɹkntnːːɑɛ,nkɪɡeːnɛut,ɹntɑikːnːɹɛ,nɡnkɛːteuɪ,ntɛɹɹːɑiːnk,ɛekɡnuɪːnt
5933,5933,need,4,3,nufe,3,niːd,nuːf,dnːi,ːfnu,nidː,fnːu,dinː,fnːu,idːn,ːfun,nːdi,ːfnu
5934,5934,needle,6,4,nootle,5,niːdəl,nuːɾəl,ːdinəl,ːulnɾə,ːiədln,əlːuɾn,iənːdl,əɾːnul,niːədl,ɾəːunl,dːlnəi,uːɾlən
5935,5935,needless,8,6,noonress,6,niːdləs,nuːnɹɛs,diləːns,nusːnɹɛ,dəlsːin,nɹnɛusː,dːnsəli,nɛunːsɹ,ːnisldə,ːnsnɛuɹ,inlsədː,ɹnsɛnuː
5936,5936,needs,5,4,neens,4,niːdz,niːnz,zdnːi,zːnin,dinːz,ninːz,iːdzn,ːnizn,diznː,ninːz,ːizdn,inːnz
5937,5937,needy,5,4,noony,4,niːdi,nuːni,ːnidi,nnuːi,nːiid,nuniː,inidː,unːni,idnːi,ːnuin,ːdiin,inːnu
5938,5938,negate,6,5,nogade,5,nᵻɡeɪt,nɑːɡeɪd,ᵻentɡɪ,ɡɪdːɑen,neɪtᵻɡ,ːeɪdɡnɑ,nɪtɡᵻe,dːɡɪeɑn,tɪᵻnɡe,ɑnːɡdeɪ,ɪtᵻɡen,ɡːɑɪend
5939,5939,negation,8,7,negotive,7,nᵻɡeɪʃən,nᵻɡɑːɾɪv,nᵻʃeənɡɪ,ɪɡːɾnᵻvɑ,ɡᵻɪənʃen,ɡɪɑːnɾvᵻ,nnᵻəɡʃɪe,vnɪɑːɾᵻɡ,nɡɪəneʃᵻ,ːvᵻɪɑnɡɾ,nᵻeʃəɡɪn,ːɡɾvᵻɑnɪ
5940,5940,negative,8,7,negotire,8,nɛɡətɪv,nᵻɡɑːɾaɪɚ,tɪɡvəɛn,ɾɡɑnɚᵻːɪa,ɡəɛnɪvt,aːɑɚɪᵻɾɡn,ɪɡvtənɛ,aɚɑɡnɪːɾᵻ,ɡɛvtɪən,ɾᵻɪːɚɑaɡn,vɡnɛətɪ,ɚᵻːnɾɑɡaɪ
5941,5941,neglect,7,7,noglert,7,nᵻɡlɛkt,nɑːɡlɚt,ɡtlᵻnkɛ,ɡːɑntɚl,ntᵻɛkɡl,ntlɚɡːɑ,lkɛɡtᵻn,lːtɡnɚɑ,ɛkɡlnᵻt,nɑtɚːɡl,tɡklᵻnɛ,lːtɚɡɑn
5942,5942,negligent,9,9,neglugint,9,nɛɡlɪdʒənt,nɛɡluːdʒɪnt,ʒdɡtəɛɪnln,ʒɛndɪlnɡuːt,ntɡəndɪlʒɛ,lnnɪuɛtɡːdʒ,ədɡtɛʒnɪnl,ɛdɡʒlɪtnnːu,nɡʒdtəɛnɪl,lɪdunɛːɡtʒn,ɛɡtɪdənlʒn,ɪtuːʒnɡɛnld
5943,5943,negligible,10,10,negrivitle,10,nɛɡlɪdʒəbəl,nɛɡɹɪvɪɾəl,bləlʒnəɡdɛɪ,əɪɛlnɪɹvɡɾ,əɡbɪnəɛdlʒl,əɹɪɡvnɾɪlɛ,ɛɡləɪəʒldnb,lnɪɡɛɾɪɹvə,dəlɛbnlʒɪəɡ,vɛlɪəɹɡnɾɪ,lɛʒlənəbdɪɡ,ɾɡnɪɛɹvɪlə
5944,5944,negotiate,9,8,neloriaze,8,nᵻɡoʊʃɪeɪt,nɛlɔːɹɪeɪz,ɪnɪoetʃɡʊᵻ,ɪɪɛɔnzeɹlː,ɪᵻoɪʃenʊɡt,zlɪɪɹnɛːɔe,ᵻtnʊʃɡeoɪɪ,ːɛnɔɪelɪzɹ,ʃnᵻeɪtʊɪɡo,ɔɹɪlɪzɛːne,ɡʊɪtʃeoᵻɪn,ɪːzɹelɛɔɪn
5945,5945,negotiation,11,10,negomiolion,11,nᵻɡoʊʃɪeɪʃən,nɛɡoʊmɪoʊliən,ɪɡᵻenʃoʊʃəɪn,ʊɪʊɡomlənɛino,əɡnʃʊoʃneɪᵻɪ,ʊnmɡonoiʊlɪɛə,ᵻɪnʊɡɪənoʃeʃ,imɛəlonnʊʊɡɪo,nʊᵻeɪɡʃnʃoɪə,əɡiʊmonlɪʊonɛ,ʊᵻnɪʃɡɪeənoʃ,ʊɛniɡɪoləmnʊo
5946,5946,Negro,5,5,Nogra,5,niːɡɹoʊ,nɑːɡɹə,ɹiʊnɡoː,ɑːəɡɹn,ɡioɹʊnː,ənɡɑːɹ,oːiɡʊɹn,ɑːəɹɡn,iːoʊɡɹn,ɡnːɹəɑ,oɹʊinɡː,nɡəɑɹː
5947,5947,neighbor,8,5,neignpor,6,neɪbɚ,neɪnpɚ,nɪɚeb,eɚnɪpn,nɚɪbe,nɪɚnep,nbeɪɚ,ɪɚnenp,bɚneɪ,ɪɚennp,eɪɚbn,pɪnnɚe
5948,5948,neighboring,11,7,neighbuming,8,neɪbɚɹɪŋ,neɪbjuːmɪŋ,nɚɹɪbŋeɪ,ːŋneuɪɪbmj,benɹɪɚŋɪ,ːɪmbujnŋeɪ,ɚbɪɹeŋɪn,enjɪŋːmubɪ,ŋɪbɚɹeɪn,mɪbjnɪeːuŋ,ɹbŋɚeɪnɪ,bmɪjɪenuŋː
5949,5949,nephew,6,5,narfew,6,nɛfjuː,nɑːɹfjuː,nujfɛː,uːfɹnɑjː,juːɛfn,jːːɹnɑfu,jfːuɛn,nɹjfːːuɑ,uːnfɛj,jɹɑːuːfn,nɛːfuj,ɑunjːːfɹ
5950,5950,nerve,5,4,horve,4,nɜːv,hɔːɹv,nvːɜ,ɔhɹːv,ɜvːn,ɔɹvhː,ɜːvn,ɔvhːɹ,ɜvːn,ɹːvhɔ,vɜːn,ɹːɔvh
5951,5951,nervous,7,6,norvour,6,nɜːvəs,nɔːɹvɚ,svəɜnː,nvɚɔɹː,nɜsvːə,ɔnɹvɚː,ɜvənsː,ːɔɹɚnv,sɜvnəː,vːnɹɚɔ,ɜsːənv,ɹnːɔɚv
5952,5952,nest,4,4,nust,4,nɛst,nʌst,ntɛs,nʌts,ntɛs,nsʌt,ɛtsn,ntsʌ,stɛn,tʌns,ɛnts,nʌts
5953,5953,net,3,3,ned,3,nɛt,nɛd,ɛtn,dɛn,nɛt,dnɛ,tɛn,ɛnd,tnɛ,dnɛ,tnɛ,ndɛ
5954,5954,netting,7,5,nedding,5,nɛɾɪŋ,nɛdɪŋ,ɪɾŋnɛ,ɪdŋnɛ,ɾŋnɛɪ,ɪndɛŋ,ɛnɪŋɾ,dɛɪnŋ,ɪɾnɛŋ,dɛŋɪn,nɪŋɾɛ,ndɛŋɪ
5955,5955,network,7,7,nelfork,7,nɛtwɜːk,nɛlfɔːɹk,ɛːknwɜt,knːɔɛlfɹ,nɜːtɛkw,ɛknfːlɹɔ,tɜːɛkwn,nɹːɔɛlfk,tɜwnːɛk,lɛfɔːkɹn,ɛkːwnɜt,ɛfɹnlɔkː
5956,5956,neural,6,6,netsal,6,nʊɹɹəl,nɛtsəl,ənɹʊɹl,ɛsətln,ɹnʊɹlə,tlənɛs,əʊnlɹɹ,əlɛsnt,ləʊnɹɹ,tɛslnə,ʊɹnləɹ,nstəlɛ
5957,5957,neurologist,11,11,neupolomist,11,nʊɹɹɑːlədʒɪst,nuːpɑːləmɪst,ɪtːɹɹədlnɑʒʊs,npsəːtɑɪlmːu,ʊːɹnʒɹtɪsdəɑl,ːtːpəsnɪumɑl,tɑɹːlndʒsɪʊəɹ,puəlnmːɪtːɑs,ɹʊsndɪəlːɹʒtɑ,ltnːpsəmuːɪɑ,ɹlʒsɪdtɹənʊːɑ,nsːɑːputəɪlm
5958,5958,neurology,9,9,neupolomy,9,nʊɹɹɑːlədʒi,nuːpɑːləmi,ɑʊdɹlʒɹnːəi,lpɑəːumiːn,lːiəɹdɑʊʒnɹ,ulpmiɑːːnə,ʊəːdlʒiɹɑnɹ,əmpuːɑlnːi,ɹɑʊʒɹiləndː,puəilːːmnɑ,ɹːɑnədliɹʊʒ,ːɑmpːiuəln
5959,5959,neuron,6,6,netran,6,nʊɹɹɑːn,nɛtɹæn,ːɑnʊɹnɹ,nnɛɹtæ,ɑɹɹːnʊn,nɛtɹæn,nɹɑʊːnɹ,ɛɹnætn,ɹːɹnnɑʊ,ɛɹtænn,ɹnnɑʊɹː,ɹtnɛnæ
5960,5960,neurotic,8,8,netratic,8,nʊɹɹɑːɾɪk,nɛtɹæɾɪk,ɾnɑɹkːʊɪɹ,æɾɪɛtɹnk,ʊnɹɑɹkɾːɪ,nkɪɹɛɾtæ,ːɾkɹʊɹɑɪn,tkɹɪɾnɛæ,ɾɹːnʊkɑɹɪ,ɾkɪɹænɛt,ːnɹɑʊɪkɾɹ,ɪæɛktɹɾn
5961,5961,neuter,6,6,neafer,5,nuːɾɚ,niːfɚ,ɚːnuɾ,ifnɚː,uːɾɚn,fːinɚ,ɾunːɚ,ifɚːn,ɾɚnːu,iɚːfn,unɾːɚ,ːfɚin
5962,5962,neutral,7,7,neiprol,6,nuːtɹəl,niːpɹɑːl,ɹntəːlu,ːːɑlniɹp,lnətuːɹ,lniɑpːːɹ,nːlutɹə,ːpinɑːlɹ,tɹlːəun,ːiɑlɹpːn,tːlnɹuə,ɑliɹːpnː
5963,5963,neutrality,10,10,neutracidy,10,nuːtɹælᵻɾi,nuːtɹɐsɪdi,lᵻɾːiutɹnæ,ɐdiɹtnusɪː,lɾiᵻuɹæntː,iɪnɹtsudɐː,iᵻuɹɾtæːnl,ɪɹɐuindtːs,ultɹᵻɾnːiæ,dɹnɪusːitɐ,uᵻɹtːinæɾl,ːtdniɪɐɹus
5964,5964,neutralization,14,13,neutraloramion,14,nuːtɹəlᵻzeɪʃən,nuːtɹɐlɔːɹæmiən,əuɪᵻːeənnɹzʃtl,mlːɔənænuɹtɐɹːi,ətnːʃɹlnuəɪᵻze,næmlːnɹɔiuəɹːtɐ,nᵻtnuʃezːəlɪəɹ,mːlnɹtːɔəuɐiɹæn,ɪzɹnʃuːeətəlnᵻ,tiæɔuɹɹlːəːnmɐn,ʃeɪːᵻnɹuənlztə,tɔnælɹmuiɐnːɹəː
5965,5965,neutralize,10,9,neutrolase,9,nuːtɹəlaɪz,nuːtɹəleɪz,ɹuntɪzlːaə,ːnzteəɪɹlu,uːatɪɹnlzə,əntuːɹɪzle,ɹutɪnəalzː,utɹnəɪzelː,lztːəɪauɹn,luɪztːnɹeə,ltaɪɹzːnuə,zːeəuɪɹlnt
5966,5966,neutron,7,7,nemtrok,7,nuːtɹɑːn,nɛmtɹɑːk,ɹntːːuɑn,mːtnɹɛkɑ,ːːunnɹɑt,ɑtnkmɹɛː,ɑːutnnːɹ,ːtɹɛɑmkn,ɹːtuːɑnn,nɛɑmkːɹt,ːnuɑːɹnt,ːmɑɛtɹnk
5967,5967,newfound,8,7,neclound,7,nuːfaʊnd,nɛklaʊnd,naduʊːfn,ʊaknɛlnd,nʊuːanfd,ʊlnndɛak,udfʊanːn,nkaɛnʊdl,ːfʊuandn,ʊlnɛnakd,aunʊdːnf,ʊkɛandln
5968,5968,newly,5,5,nerpy,5,nuːli,nɜːpi,nːiul,inːɜp,lnuiː,piɜnː,uːlin,nːpiɜ,ːulni,npːiɜ,luniː,ɜiːpn
5969,5969,newness,7,6,nebless,6,nuːnəs,nɛbləs,usənːn,lnbsɛə,sːnunə,lɛnəbs,nnsːuə,əslbɛn,uəsnːn,sɛbəln,usnəːn,sbəɛnl
5970,5970,news,4,4,nems,4,nuːz,nɛmz,ːnzu,nɛmz,nuːz,ɛmnz,nːuz,ɛzmn,uːzn,ɛznm,unzː,zɛmn
5971,5971,newspaper,9,9,newspopar,9,nuːzpeɪpɚ,nuːzpəpɑːɹ,ɪenzuppɚː,uzːɹɑpnːpə,ːuenɪzpɚp,pɹznːəpɑuː,ɚːzenpuɪp,ɹpnɑːzupːə,peɚːuɪznp,zpɑːnɹuːpə,uepːɪpznɚ,uːppɑnɹəːz
5972,5972,newsprint,9,9,nowsprink,8,nuːzpɹɪnt,noʊspɹɪŋk,unɹɪnːzpt,skŋɹnʊpoɪ,nːztɹpnɪu,pɪʊoɹkŋsn,untzɹːpɪn,oŋpnɪɹʊsk,pːztnɹɪnu,nkŋʊoɹpsɪ,pzɪːɹunnt,pkʊɪŋsɹon
5973,5973,next,4,5,nerg,4,nɛkst,nɜːɡ,ɛtkns,ɡɜnː,snɛkt,ɡːɜn,tknsɛ,nɜːɡ,tnskɛ,nːɜɡ,kɛtns,nːɜɡ
5974,5974,nibble,6,5,nimmle,5,nɪbəl,nɪməl,lnbəɪ,nɪləm,əbnlɪ,əɪmln,ləɪnb,əɪmnl,ɪlənb,məɪnl,ənbɪl,məɪln
5975,5975,nice,4,3,jice,3,naɪs,dʒaɪs,snɪa,asʒɪd,nɪas,ɪdʒsa,aɪsn,aɪʒds,nasɪ,ʒsaɪd,snɪa,ɪʒdas
5976,5976,niche,5,3,ninse,4,nɪtʃ,nɪns,nɪʃt,snɪn,nʃtɪ,ɪnsn,ʃntɪ,snnɪ,tʃnɪ,ɪnsn,nʃɪt,nɪns
5977,5977,nick,4,3,nink,4,nɪk,nɪŋk,knɪ,knŋɪ,ɪkn,ɪŋnk,ɪnk,ŋkɪn,nɪk,kɪŋn,knɪ,ŋnkɪ
5978,5978,nickel,6,5,nocken,5,nɪkəl,nɑːkən,nlkɪə,kːɑnən,nɪəlk,ːnnkəɑ,lkəɪn,nːɑknə,nlɪkə,ːnənkɑ,lɪənk,nnːɑək
5979,5979,nickname,8,6,nicknale,6,nɪkneɪm,nɪkneɪl,kɪɪennm,nɪnelɪk,mkɪnɪne,ennɪlɪk,mnkenɪɪ,ɪnnlkeɪ,enknmɪɪ,nlɪnɪke,knemɪɪn,lkɪennɪ
5980,5980,nicotine,8,7,nicafane,7,nɪkətiːn,nɪkɐfeɪn,nəktɪinː,neɪnfɪkɐ,nɪkːtinə,fnɐnɪekɪ,ɪːnnəikt,ɪɪnɐnefk,ɪtinkənː,fɐɪknnɪe,ɪəkiːnnt,ɪknefɪɐn
5981,5981,niece,5,3,niege,4,niːs,niːdʒ,isːn,ʒːdin,sːin,ːinʒd,iːsn,iʒdnː,isnː,dniʒː,snːi,iːnʒd
5982,5982,nifty,5,5,nofty,5,nɪfti,nɔfti,fitɪn,tniɔf,ɪfint,ɔtinf,tfinɪ,tɔnfi,fɪnti,tiɔnf,itfɪn,ftnɔi
5983,5983,Nigerian,8,8,Nigolion,8,naɪdʒiəɹɪən,nɪɡoʊliən,nnəiɪɹʒaɪdə,nlʊɪoiənɡ,ʒnədaɪiɹɪən,nlʊɡnɪioə,ianʒdnəɪəɪɹ,ioʊɪəlnnɡ,ɹɪnəaiəʒndɪ,liɪəʊonnɡ,ɪadnɹnʒəiəɪ,linnoɡʊɪə
5984,5984,nightcap,8,6,nirthcat,7,naɪtkæp,nɜːθkæt,ptnkæɪa,æθtɜːnk,taænkpɪ,tθːkænɜ,aptnɪkæ,ɜθtækːn,atkpæɪn,θtæknːɜ,nkpætaɪ,ɜnθkːtæ
5985,5985,nightgown,9,6,nirthgawn,7,naɪtɡaʊn,nɜːθɡɔːn,aʊtɪnɡan,ɡːnɔθɜnː,ʊaaɡtɪnn,ːːθɔɡnnɜ,ʊɡtnnaɪa,ɜːɡθnnːɔ,ɪatʊnnɡa,θnːːɜɔɡn,ɡananɪtʊ,ɔːnnθɡːɜ
5986,5986,nightingale,11,7,nightongare,8,naɪɾɪŋɡeɪl,naɪɾəŋɡɛɹ,ɪlɪɾnaeɪɡŋ,ɾɹɡnaɪŋɛə,laɡɪɪeɾɪŋn,aɛɪnŋɡəɹɾ,ɪɾneɪaɡɪŋl,nɡəɪŋaɹɾɛ,alɪŋɪɪeɡɾn,nŋɛɾɪɹɡaə,ɪlaeɡŋnɪɪɾ,ŋɪɾɹɡɛanə
5987,5987,nightly,7,5,nirthly,6,naɪtli,nɜːθli,ɪliant,lːnθɜi,altɪin,ːiθlnɜ,tnɪlai,niθlɜː,inɪlat,ːlinθɜ,ɪlnati,iθlɜːn
5988,5988,nighttime,9,6,nirthtive,7,naɪttaɪm,nɜːθtɪv,aɪtɪnatm,ɪθːtnɜv,tnɪɪmaat,θɜvːtɪn,tɪamatnɪ,nvtθɪːɜ,atmɪnɪta,ːtvnɜθɪ,tnɪamɪta,ːnvθtɜɪ
5989,5989,nimble,6,6,numple,6,nɪmbəl,nʌmpəl,lnɪmbə,nməlpʌ,ɪbmlnə,əpʌlnm,bəmnɪl,pnlmʌə,blɪənm,pəʌlmn,ɪlmnəb,lmʌnəp
5990,5990,nine,4,3,ning,3,naɪn,nɪŋ,naɪn,ŋɪn,nɪna,nɪŋ,anɪn,ɪnŋ,nnaɪ,ŋɪn,naɪn,ɪnŋ
5991,5991,nineteen,8,6,noneboon,6,naɪntiːn,nɑːnɛbuːn,itnnnaɪː,ɑːuːnbɛnn,itnnaːɪn,nbɑunːnːɛ,nanɪːint,nubnɑːnɛː,ːinɪnnta,ːnnuːnɛɑb,tnnainːɪ,bɑnnɛuːːn
5992,5992,ninety,6,5,nonety,5,naɪnti,nɑːnɛɾi,ɪtainn,iɾnɑːnɛ,tɪanin,ɛnniɾɑː,ɪtnani,ɛɾnːɑni,ntɪain,ɾɛinːɑn,ɪntain,nːɑɾinɛ
5993,5993,ninth,5,4,nidth,4,naɪnθ,nɪdθ,aθnɪn,θdɪn,ɪθann,ɪdnθ,θnaɪn,ɪθnd,ɪnanθ,dɪnθ,annθɪ,θdnɪ
5994,5994,nip,3,3,noodge,3,nɪp,nuːdʒ,nɪp,ːudʒn,ɪnp,uːʒnd,pɪn,uʒːnd,npɪ,ʒdunː,pnɪ,ndːuʒ
5995,5995,nipple,6,5,nizzle,5,nɪpəl,nɪzəl,lpɪən,əzɪln,ɪənpl,zɪnəl,əlnɪp,əɪzln,pɪlən,ɪəzln,pnɪlə,əlɪnz
5996,5996,nippy,5,4,nizzy,4,nɪpi,nɪzi,ɪnpi,nɪzi,ɪnip,iɪzn,iɪpn,znɪi,niɪp,ɪzin,pɪin,inzɪ
5997,5997,nitrate,7,6,notrame,6,naɪtɹeɪt,nɑːtɹeɪm,nttɹɪaeɪ,meɹtɪnɑː,atnɹɪɪte,nemːtɑɪɹ,eɹɪntɪat,eːtɹmɑnɪ,aɹtntɪeɪ,ɑnɹmetːɪ,ɪatɹntɪe,ɪɑenɹtmː
5998,5998,nitrogen,8,8,nitrugin,8,naɪtɹədʒən,naɪtɹuːdʒɪn,ɹədtʒanɪnə,ntɪʒuaɹɪnːd,tdnnʒəəɹaɪ,adnuntɪɪːɹʒ,nəɹɪʒdətna,nɪɹʒnuadɪːt,əɹəɪnndʒta,nduɪnɹːaʒtɪ,naʒɪədtɹnə,ʒːtnnɹduɪɪa
5999,5999,nitwit,6,6,nimcit,6,nɪtwɪt,nɪmsɪt,nɪtɪtw,nɪtsɪm,ɪtnɪwt,msnɪɪt,nwtɪtɪ,ɪɪtsmn,wnttɪɪ,sɪmnɪt,ɪwtɪtn,sɪntmɪ
6000,6000,nobility,8,8,nofilicy,8,noʊbɪlᵻɾi,nɑːfɪlɪsi,oᵻbiɪnɾlʊ,sɑɪfnɪːil,iɾbʊoɪnᵻl,sfɪnɪlːɑi,ᵻbɪnoʊɾli,flɪɪːnsiɑ,bɪʊonlᵻɾi,ɪsɑflnɪːi,ᵻɪnlʊboiɾ,ːfɪinɑɪls
6001,6001,noble,5,5,nugle,5,noʊbəl,nʌɡəl,nʊəolb,nʌləɡ,lʊəobn,ʌəlɡn,bonʊəl,ɡəʌnl,loənʊb,lnɡəʌ,lbonəʊ,ɡnəʌl
6002,6002,nobleman,8,8,nopleran,8,noʊbəlmən,nɑːplɚɹən,əmonbəlʊn,nɑɚəlːnpɹ,bnloməənʊ,ɑpːnɹɚlnə,blomnənəʊ,ənpnlːɹɑɚ,loənmnəʊb,ɚlːɹnnpɑə,bolmənəʊn,nɹːlpɚnɑə
6003,6003,nobody,6,6,nobory,6,noʊbɑːdi,nɑːbɚɹi,iɑbʊdoːn,bɑinɚɹː,bɑdːiʊon,biɹɚɑnː,dɑʊoiːnb,iɑnbːɚɹ,ibʊːɑdno,niːɑɹɚb,ɑoiːnbdʊ,iːbɚɹɑn
6004,6004,nocturnal,9,8,noctormal,9,nɑːktɜːnəl,nɑːktɔːɹməl,ːlɜtnnɑkəː,nɔkːəmɹtːɑl,əɜntlːɑnːk,knɑɹəɔtːːml,ktɜnləːnɑː,ɑːmkntɹlːɔə,nɜkɑnəlːtː,ɑmɹlɔːnəːkt,ːːnɜnɑktəl,mːəɹːlnkɑɔt
6005,6005,nod,3,3,nad,3,nɑːd,næd,dɑnː,ædn,ɑnːd,dnæ,ːɑdn,ndæ,dːɑn,dnæ,dɑːn,dæn
6006,6006,node,4,3,nade,3,noʊd,neɪd,dʊno,eɪdn,nodʊ,nɪde,noʊd,endɪ,ndoʊ,denɪ,nodʊ,deɪn
