,word_us,word_length,n_phon,nonword,n_phon_nw,Unnamed: 5,ipa_words,ipa_nonwords
6201,opposite,8,6,oppusate,6,,ɑːpəzɪt,ɑːpjuːseɪt
6202,opposition,10,8,oppisative,8,,ɑːpəzɪʃən,ɑːpɪsətɪv
6203,oppress,7,5,obbress,5,,əpɹɛs,ɑːbɹɛs
6204,oppression,10,7,opprellion,8,,əpɹɛʃən,ɑːpɹɛliən
6205,optic,5,5,orfic,5,,ɑːptɪk,ɔːɹfɪk
6206,optical,7,7,optobal,7,,ɑːptɪkəl,ɑːptoʊbəl
6207,optician,8,7,optorian,8,,ɑːptɪʃən,ɑːptoʊɹiən
6208,optics,6,6,oltids,6,,ɑːptɪks,oʊltɪdz
6209,optimism,8,9,optarism,9,,ɑːptɪmɪzəm,ɑːptɚɹɪzəm
6210,optimistic,10,10,optamintis,10,,ɑːptɪmɪstɪk,ɑːptɐmɪntiz
6211,optimum,7,7,optorum,7,,ɑːptɪməm,ɑːptoʊɹəm
6212,option,6,5,oltive,5,,ɑːpʃən,oʊltɪv
6213,optometry,9,9,optimopry,9,,ɑːptoʊmətɹi,ɑːptɪmɑːpɹi
6214,oral,4,4,oril,5,,ɔːɹəl,ɔːɹəl
6215,orange,6,4,olarge,5,,ɔɹɪndʒ,oʊlɑːɹdʒ
6216,orator,6,6,orotar,6,,ɔːɹəɾɚ,ɔːɹoʊɾɚ
6217,orbit,5,5,olbut,5,,ɔːɹbɪt,ɑːlbʌt
6218,orchard,7,6,olchord,6,,ɔːɹtʃɚd,ɑːlkɔːɹd
6219,orchestra,9,8,orchistro,8,,ɔːɹkᵻstɹə,ɔːɹkɪstɹoʊ
6220,orchestral,10,9,orchisprol,9,,ɔːɹkᵻstɹəl,ɔːɹkɪspɹɑːl
6221,orchestrate,11,9,orchistrane,9,,ɔːɹkᵻstɹeɪt,ɔːɹkɪstɹeɪn
6222,orchestration,13,11,orchactrotive,11,,ɔːɹkᵻstɹeɪʃən,ɔːɹtʃɐktɹɑːɾɪv
6223,orchid,6,5,olchad,5,,ɔːɹkɪd,ɑːltʃæd
6224,ordain,6,5,oldaim,5,,ɔːɹdeɪn,oʊldeɪm
6225,ordeal,6,5,oldeat,6,,ɔːɹdiəl,oʊldiːt
6226,order,5,5,oldar,4,,ɔːɹdɚ,oʊldɑːɹ
6227,orderly,7,7,ormerly,6,,ɔːɹdɚli,ɔːɹmɚli
6228,ordinance,9,8,orpirance,8,,ɔːɹdɪnəns,ɔːɹpɜːɹəns
6229,ordinarily,10,9,ordinoramy,10,,ɔːɹdɪnɛɹᵻli,ɔːɹdɪnɔːɹæmi
6230,ordinary,8,7,ordunory,8,,ɔːɹdɪnɛɹi,ɔːɹdʒuːnɚɹi
6231,ordination,10,8,orficative,9,,ɔːɹdᵻneɪʃən,ɔːɹfɪkətɪv
6232,organ,5,5,olgun,5,,ɔːɹɡən,ɑːlɡʌn
6233,organic,7,7,orgonid,7,,ɔːɹɡænɪk,ɔːɹɡənɪd
6234,organism,8,9,ordanize,7,,ɔːɹɡənɪzəm,ɔːɹdənaɪz
6235,organist,8,8,orgonist,8,,ɔːɹɡɐnɪst,ɔːɹɡənɪst
6236,organization,12,11,organoramion,12,,ɔːɹɡɐnᵻzeɪʃən,ɔːɹɡænoʊɹæmiən
6237,organize,8,7,orgonase,7,,ɔːɹɡənaɪz,ɔːɹɡəneɪs
6238,orgasm,6,7,ongism,7,,ɔːɹɡæzəm,ɑːŋɪzəm
6239,orient,6,6,ocieth,5,,ɔːɹiənt,oʊsiəθ
6240,oriental,8,7,oriesmal,8,,ɔːɹɪɛntəl,ɔːɹɪsməl
6241,orientation,11,10,odientotive,10,,ɔːɹiənteɪʃən,oʊdiəntɑːɾɪv
6242,origin,6,6,orogan,6,,ɔːɹɪdʒɪn,ɔːɹoʊɡən
6243,original,8,7,oridical,8,,ɚɹɪdʒɪnəl,ɔːɹɪdɪkəl
6244,originally,10,9,origonappy,9,,ɚɹɪdʒɪnəli,ɔːɹɪɡɑːnæpi
6245,originate,9,8,oridicate,8,,ɚɹɪdʒᵻneɪt,ɔːɹɪdᵻkeɪt
6246,ornament,8,8,orfabent,7,,ɔːɹnəmənt,ɔːɹfeɪbənt
6247,ornamental,10,9,orsadencal,10,,ɔːɹnəmɛntəl,ɔːɹsɐdɛŋkəl
6248,ornamentation,13,12,ornaminlarion,13,,ɔːɹnəmənteɪʃən,ɔːɹnɐmɪnlɑːɹɹiən
6249,orphan,6,5,olphun,5,,ɔːɹfən,ɑːlfʌn
6250,orphanage,9,7,orphinase,7,,ɔːɹfənɪdʒ,ɔːɹfɪneɪs
6251,orthodox,8,8,orthudax,8,,ɔːɹθədɑːks,ɔːɹθjuːdæks
6252,orthopedics,11,10,orthuporics,10,,ɔːɹθoʊpiːdɪks,ɔːɹθjuːpɔːɹɪks
6253,oscillate,9,6,oscimmate,6,,ɑːsɪleɪt,ɑːsɪmeɪt
6254,ostrich,7,6,ortruff,6,,ɑːstɹɪtʃ,ɔːɹtɹʌf
6255,other,5,4,othor,4,,ʌðɚ,ɑːθɚ
6256,otter,5,4,oller,4,,ɑːɾɚ,ɑːlɚ
6257,ounce,5,3,arnce,4,,aʊns,ɑːɹns
6258,out,3,2,zout,3,,aʊt,zaʊt
6259,outboard,8,7,ortboads,7,,aʊtbɔːɹd,ɔːɹtboʊdz
6260,outbound,8,6,ortbeash,6,,aʊtbaʊnd,ɔːɹtbiːʃ
6261,outbreak,8,6,ortbleak,7,,aʊtbɹeɪk,ɔːɹtbliːk
6262,outburst,8,7,ortblust,8,,aʊtbɜːst,ɔːɹtblʌst
6263,outcast,7,6,ortbast,7,,aʊtkæst,ɔːɹtbæst
6264,outclass,8,6,ortcrass,7,,aʊtklæs,ɔːɹtkɹæs
6265,outcome,7,5,ortcame,6,,aʊtkʌm,ɔːɹtkeɪm
6266,outcry,6,5,ortbry,6,,aʊtkɹaɪ,ɔːɹtbɹi
6267,outdated,8,7,outduted,8,,aʊtdeɪɾᵻd,aʊtduːɾᵻd
6268,outdoor,7,5,ortdeer,6,,aʊtdɔːɹ,ɔːɹtdɪɹ
6269,outdoors,8,6,ortdeers,7,,aʊtdɔːɹz,ɔːɹtdɪɹz
6270,outer,5,4,orten,5,,aʊɾɚ,ɔːɹʔn̩
6271,outfield,8,6,ortfooth,6,,aʊtfiːld,ɔːɹtfʊθ
6272,outfit,6,5,ortfat,6,,aʊtfɪt,ɔːɹtfæt
6273,outfox,6,6,ortfog,6,,aʊtfɑːks,ɔːɹtfɑːɡ
6274,outgoing,8,6,outguing,7,,aʊtɡoʊɪŋ,aʊtɡɪŋ
6275,outgrow,7,5,ortgraw,7,,aʊtɡɹoʊ,ɔːɹtɡɹɔː
6276,outgrowth,9,6,outgrouse,6,,aʊtɡɹoʊθ,aʊtɡɹaʊs
6277,outhouse,8,5,orthoose,6,,aʊthaʊs,ɔːɹθuːs
6278,outing,6,4,orting,5,,aʊɾɪŋ,ɔːɹɾɪŋ
6279,outlaw,6,4,ortlow,5,,aʊtlɔː,ɔːɹtloʊ
6280,outlive,7,5,ortlove,6,,aʊtlɪv,ɔːɹtlʌv
6281,outlook,7,5,ortleek,6,,aʊtlʊk,ɔːɹtliːk
6282,outpatient,10,8,outporient,9,,aʊtpeɪʃənt,aʊtpɔːɹiənt
6283,outpost,7,6,ortposh,6,,aʊtpoʊst,ɔːɹtpɑːʃ
6284,outrage,7,5,ortlage,6,,aʊtɹeɪdʒ,ɔːɹtlɪdʒ
6285,outrageous,10,7,ouromeous,7,,aʊtɹeɪdʒəs,aʊɚɹoʊmiəs
6286,outrank,7,6,ortrink,7,,aʊtɹæŋk,ɔːɹtɹɪŋk
6287,outreach,8,5,ortseach,6,,aʊtɹiːtʃ,ɔːɹtsiːtʃ
6288,outright,8,5,outrirch,6,,aʊtɹaɪt,aʊtɹɜːtʃ
6289,outrun,6,5,ortrin,6,,aʊtɹʌn,ɔːɹtɹɪn
6290,outset,6,5,ortsit,6,,aʊtsɛt,ɔːɹtsɪt
6291,outshine,8,4,ortshone,5,,aʊtʃaɪn,ɔːɹtʃoʊn
6292,outside,7,5,ortsade,6,,aʊtsaɪd,ɔːɹtseɪd
6293,outsider,8,7,ousoden,6,,aʊtsaɪdɚ,aʊsoʊdən
6294,outsize,7,5,outsaze,5,,aʊtsaɪz,aʊtseɪz
6295,outspread,9,7,ortspreal,9,,aʊtspɹɛd,ɔːɹtspɹiːəl
6296,outstanding,11,9,oustunding,8,,aʊtstændɪŋ,aʊstʌndɪŋ
6297,outwear,7,5,ortwore,6,,aʊtwɛɹ,ɔːɹtwɔːɹ
6298,oval,4,4,ovil,5,,oʊvəl,oʊvəl
6299,ovary,5,5,ovomy,5,,oʊvɚɹi,oʊvəmi
6300,oven,4,4,oper,4,,ʌvən,ɑːpɚ
6301,over,4,4,ovar,4,,oʊvɚ,oʊvɑːɹ
6302,overact,7,7,ovorart,7,,oʊvɚɹækt,oʊvɔːɹɑːɹt
6303,overage,7,6,ovabase,6,,oʊvɚɹeɪdʒ,oʊvɐbeɪs
6304,overall,7,6,ovaruth,6,,oʊvɚɹɔːl,oʊvɑːɹɹuːθ
6305,overalls,8,7,ovamulls,7,,oʊvɚɹɔːlz,oʊvɐmʌlz
6306,overboard,9,8,ovarbeard,8,,oʊvɚbɔːɹd,oʊvɑːɹbɪɹd
6307,overburden,10,9,overbendum,9,,oʊvɚbɜːdən,oʊvɚbɛndəm
6308,overcast,8,8,ovarcase,7,,oʊvɚkæst,oʊvɑːɹkeɪs
6309,overcharge,10,8,ovarchurge,8,,oʊvɚtʃɑːɹdʒ,oʊvɑːɹtʃɜːdʒ
6310,overcloud,9,8,ovarclord,9,,oʊvɚklaʊd,oʊvɑːɹklɔːɹd
6311,overcoat,8,7,ovarcort,8,,oʊvɚkoʊt,oʊvɑːɹkɔːɹt
6312,overcome,8,7,ovardome,7,,oʊvɚkʌm,oʊvɑːɹdoʊm
6313,overexpose,10,10,oberempate,9,,oʊvɚɹɛkspoʊz,oʊbɹɪmpeɪt
6314,overflow,8,7,ovarflaw,6,,oʊvɚfloʊ,oʊvɑːɹflɔː
6315,overgrow,8,7,ovargraw,6,,oʊvɚɡɹoʊ,oʊvɑːɹɡɹɔː
6316,overhand,8,8,ovarhind,8,,oʊvɚhænd,oʊvɑːɹhaɪnd
6317,overhang,8,7,ovarlang,7,,oʊvɚhæŋ,oʊvɑːɹlæŋ
6318,overhaul,8,7,ovarmaul,6,,oʊvɚhɔːl,oʊvɑːɹmɔːl
6319,overhead,8,7,ovarmead,7,,oʊvɚhɛd,oʊvɑːɹmiːd
6320,overhear,8,7,ovarlear,7,,oʊvɚhɪɹ,oʊvɑːɹlɪɹ
6321,overjoy,7,6,ovarjay,6,,oʊvɚdʒɔɪ,oʊvɑːɹdʒeɪ
6322,overlap,7,7,ovarlop,7,,oʊvɚlæp,oʊvɑːɹləp
6323,overleap,8,7,ovarloof,7,,oʊvɚliːp,oʊvɑːɹluːf
6324,overlook,8,7,ovarfook,7,,oʊvɚlʊk,oʊvɑːɹfʊk
6325,overpass,8,7,ovarpiss,7,,oʊvɚpæs,oʊvɑːɹpɪs
6326,overreach,9,7,ovarrelch,8,,oʊvɚɹiːtʃ,oʊvɐɹɛltʃ
6327,overseas,8,7,ovarfeas,7,,oʊvɚsiːz,oʊvɑːɹfiəz
6328,overseer,8,7,ovarmeer,7,,oʊvɚsiːɚ,oʊvɑːɹmɪɹ
6329,overshadow,10,8,oberstitor,10,,oʊvɚʃædoʊ,oʊbɚstɪɾɚ
6330,overshoot,9,7,ovarsheet,7,,oʊvɚʃuːt,oʊvɑːɹʃiːt
6331,oversight,9,7,ovarmight,7,,oʊvɚsaɪt,oʊvɑːɹmaɪt
6332,oversize,8,7,ovarsaze,7,,oʊvɚsaɪz,oʊvɑːɹseɪz
6333,overt,5,5,ovart,5,,oʊvɜːt,oʊvɑːɹt
6334,overtake,8,7,ovartale,7,,oʊvɚteɪk,oʊvɑːɹteɪl
6335,overthrow,9,7,ovarshrow,7,,oʊvɚθɹoʊ,oʊvɑːɹʃɹoʊ
6336,overtime,8,7,ovartame,7,,oʊvɚtaɪm,oʊvɑːɹteɪm
6337,overturn,8,8,ovartarn,8,,oʊvɚtɜːn,oʊvɑːɹtɑːɹn
6338,ovum,4,4,ovam,4,,oʊvəm,oʊvæm
6339,owe,3,1,oit,2,,oʊ,ɔɪt
6340,owl,3,2,zowl,3,,aʊl,zoʊl
6341,own,3,2,oge,2,,oʊn,oʊdʒ
6342,ownership,9,7,ownorshop,7,,oʊnɚʃɪp,oʊnɔːɹʃɑːp
6343,ox,2,3,jonk,4,,ɑːks,dʒɔŋk
6344,oxen,4,5,oken,4,,ɑːksən,oʊkən
6345,oxford,6,7,okfard,6,,ɑːksfɚd,ɑːkfɑːɹd
6346,oxidation,9,9,oxidutive,10,,ɑːksɪdeɪʃən,ɑːksɪdʒuːɾɪv
6347,oxidize,7,7,oxodaze,7,,ɑːksɪdaɪz,ɑːksədeɪz
6348,oxygen,6,7,oxoten,7,,ɑːksɪdʒən,ɑːksoʊʔn̩
6349,oyster,6,5,orsten,6,,ɔɪstɚ,ɔːɹsʔn̩
6350,ozone,5,4,ozane,4,,oʊzoʊn,ɑːzeɪn
6351,pace,4,3,pape,3,,peɪs,peɪp
6352,pacemaker,9,8,pacelaken,8,,peɪsmeɪkɚ,peɪsleɪkən
6353,pacer,5,5,picen,5,,peɪsɚ,paɪsən
6354,pacific,7,7,parifin,7,,pɐsɪfɪk,pæɹɪfɪn
6355,pacification,12,11,paciforalion,12,,pæsɪfɪkeɪʃən,pæsɪfɔːɹæliən
6356,pacifier,8,8,pacorier,7,,pæsɪfaɪɚ,pækɚɹiɚ
6357,pack,4,3,pank,4,,pæk,pæŋk
6358,package,7,5,pickade,5,,pækɪdʒ,pɪkeɪd
6359,packer,6,5,picken,5,,pækɚ,pɪkən
6360,packet,6,5,pucket,5,,pækɪt,pʌkɪt
6361,pact,4,4,poing,3,,pækt,poʊɪŋ
6362,pad,3,3,pid,3,,pæd,pɪd
6363,padding,7,5,pabbing,5,,pædɪŋ,pæbɪŋ
6364,paddle,6,4,paffle,5,,pædəl,pæfəl
6365,padlock,7,6,paspock,6,,pædlɑːk,pæspɑːk
6366,page,4,3,pabe,3,,peɪdʒ,peɪb
6367,pageant,7,6,payeash,4,,pædʒənt,peɪiːʃ
6368,paid,4,3,pait,3,,peɪd,peɪt
6369,pain,4,3,pome,3,,peɪn,pɑːm
6370,painstaking,11,9,painstaling,9,,peɪnsteɪkɪŋ,peɪnsteɪlɪŋ
6371,paint,5,4,poink,4,,peɪnt,pɔɪŋk
6372,paintbrush,10,8,pointbrosh,8,,peɪntbɹʌʃ,pɔɪntbɹɑːʃ
6373,painting,8,6,painging,5,,peɪntɪŋ,peɪŋɪŋ
6374,pair,4,3,parp,4,,pɛɹ,pɑːɹp
6375,pajamas,7,7,pyjiman,7,,pɐdʒɑːməz,paɪdʒɪmən
6376,pal,3,3,pab,3,,pæl,pæb
6377,palace,6,5,polade,5,,pælɪs,pɑːleɪd
6378,palatable,9,9,palotemle,9,,pæləɾəbəl,pæloʊɾəməl
6379,pale,4,3,poil,3,,peɪl,pɔɪl
6380,paleface,8,6,parnfall,6,,peɪlfeɪs,pɑːɹnfɔːl
6381,pallbearer,10,8,palltearen,8,,pælbɛɹɚ,pæltɛɹən
6382,palm,4,4,palsh,4,,pɑːm,pælʃ
6383,pamper,6,6,pimpen,6,,pæmpɚ,pɪmpən
6384,pamphlet,8,7,pimphler,7,,pæmflɪt,pɪmflɚ
6385,pan,3,3,pien,4,,pæn,piːn
6386,panama,6,6,panomo,6,,pænəmɑː,pænoʊmoʊ
6387,pancake,7,6,parlake,6,,pæŋkeɪk,pɑːɹleɪk
6388,pancreas,8,8,parcrues,7,,pæŋkɹiəs,pɑːɹkɹuːz
6389,panda,5,5,pindo,5,,pændə,pɪndoʊ
6390,panel,5,4,punel,5,,pænəl,pʌnəl
6391,panic,5,5,ponid,5,,pænɪk,pɑːnɪd
6392,panorama,8,8,panorena,8,,pænɚɹæmə,pænɔːɹnə
6393,pant,4,4,punt,4,,pænt,pʌnt
6394,panther,7,6,ponthor,6,,pænθɚ,pɔnθɚ
6395,pantry,6,6,pindry,6,,pæntɹi,pɪndɹi
6396,pants,5,5,zants,5,,pænts,zænts
6397,panty,5,5,pindy,5,,pænti,pɪndi
6398,papa,4,4,pipi,4,,pɑːpə,pɪpi
6399,papaya,6,5,papiyo,6,,pɐpaɪə,pæpɪjoʊ
6400,paper,5,5,popar,5,,peɪpɚ,pɑːpɑːɹ
6401,paperback,9,8,palerbick,8,,peɪpɚbæk,pælɚbɪk
6402,paperclip,9,9,palerclap,8,,peɪpɚklɪp,pælɚklæp
6403,paprika,7,7,paproko,7,,pæpɹɪkə,pæpɹoʊkoʊ
6404,par,3,3,pof,3,,pɑːɹ,pɑːf
6405,parachute,9,7,parochate,7,,pæɹəʃuːt,pæɹətʃeɪt
6406,parade,6,5,porood,5,,pɚɹeɪd,pɔːɹuːd
6407,paradise,8,7,parodase,7,,pæɹədaɪs,pæɹədeɪs
6408,paradox,7,8,parodux,8,,pæɹədɑːks,pæɹədʌks
6409,paraffin,8,7,paraddin,7,,pæɹəfɪn,pæɹədɪn
6410,paragraph,9,8,parogriph,8,,pæɹəɡɹæf,pæɹəɡɹɪf
6411,parakeet,8,7,parokeel,8,,pæɹəkiːt,pæɹoʊkəl
6412,parallel,8,7,parammel,7,,pæɹəlɛl,pæɹəməl
6413,parallelogram,13,12,parallulagrim,12,,pæɹəlɛləɡɹæm,pæɹəljuːlæɡɹɪm
6414,paralysis,9,9,patalydis,9,,pɚɹæləsɪs,pæɾɐlɪdiz
6415,paralyze,8,7,paroloze,7,,pæɹəlaɪz,pæɹəloʊz
6416,paranoia,8,7,paroloia,8,,pæɹənɔɪə,pæɹəlɔɪə
6417,paranoid,8,7,paronaid,7,,pæɹənɔɪd,pæɹəneɪd
6418,paraphrase,10,8,parophruse,8,,pæɹəfɹeɪz,pæɹəfɹuːs
6419,parasite,8,7,parosate,7,,pæɹəsaɪt,pæɹəseɪt
6420,parasitic,9,9,parasetis,9,,pæɹəsɪɾɪk,pæɹəzɛɾiz
6421,paratrooper,11,10,parasleeper,10,,pæɹətɹuːpɚ,pæɹəsliːpɚ
6422,parcel,6,6,porcen,6,,pɑːɹsəl,pɔːɹsən
6423,pardon,6,5,pordan,6,,pɑːɹdən,pɔːɹdən
6424,parent,6,6,panems,6,,pɛɹənt,peɪnəmz
6425,parental,8,7,parintul,8,,pɚɹɛntəl,pɛɹɪntʌl
6426,parenthesis,11,10,palentorsus,11,,pɚɹɛnθəsɪs,peɪləntɔːɹsəs
6427,parenthood,10,9,parertheed,9,,pɛɹənthʊd,pɛɹəθiːd
6428,paring,6,5,piring,5,,pɛɹɪŋ,paɪɚɹɪŋ
6429,parish,6,5,porise,5,,pæɹɪʃ,pɔːɹaɪz
6430,park,4,4,parsh,4,,pɑːɹk,pɑːɹʃ
6431,parka,5,5,purko,5,,pɑːɹkə,pɜːkoʊ
6432,parkway,7,6,parflay,6,,pɑːɹkweɪ,pɑːɹfleɪ
6433,parliament,10,9,parliurent,9,,pɑːɹləmənt,pɑːɹlɪjuːɹənt
6434,parliamentarian,15,14,parliaminlarion,13,,pɑːɹləməntɛɹiən,pɑːɹləmɪnlɑːɹɹiən
6435,parliamentary,13,12,parliaminlany,12,,pɑːɹləmɛntɚɹi,pɑːɹləmɪnləni
6436,parlor,6,6,purlur,6,,pɑːɹlɚ,pɜːlɜː
6437,parody,6,6,parumy,6,,pæɹədi,pɑːɹɹʌmi
6438,parole,6,5,porale,5,,pɚɹoʊl,pɔːɹeɪl
6439,parrot,6,5,paggot,5,,pæɹət,pæɡət
6440,parsley,7,6,porslem,7,,pɑːɹsli,pɔːɹsləm
6441,part,4,4,parl,4,,pɑːɹt,pɑːɹl
6442,partake,7,6,pantape,6,,pɑːɹteɪk,pænteɪp
6443,partial,7,6,purtian,7,,pɑːɹʃəl,pɜːʃən
6444,partiality,10,10,partianory,10,,pɑːɹʃɪælᵻɾi,pɑːɹʃiənɚɹi
6445,partially,9,7,partianny,7,,pɑːɹʃəli,pɑːɹʃiəni
6446,participate,11,10,partimisate,10,,pɑːɹtɪsᵻpeɪt,pɑːɹtɪmᵻseɪt
6447,participle,10,10,parturigle,9,,pɑːɹtɪsɪpəl,pɑːɹtʃɚɹɪɡəl
6448,particle,8,8,parople,7,,pɑːɹɾɪkəl,pæɹɑːpəl
6449,particular,10,11,partitunar,10,,pɚtɪkjʊlɚ,pɑːɹɾɪtuːnɑːɹ
6450,particularize,13,13,particolasase,12,,pɚtɪkjʊlɚɹaɪz,pɑːɹɾɪkɑːlɐseɪs
6451,parting,7,6,parmint,7,,pɑːɹɾɪŋ,pɑːɹmɪnt
6452,partition,9,8,partorion,8,,pɑːɹtɪʃən,pɑːɹtɔːɹiən
6453,partly,6,6,portmy,6,,pɑːɹtli,pɔːɹtmi
6454,partner,7,7,paltmer,7,,pɑːɹtnɚ,pæltmɚ
6455,partridge,9,7,patroids,7,,pɑːɹtɹɪdʒ,pætɹɔɪdz
6456,party,5,5,porby,5,,pɑːɹɾi,pɔːɹbi
6457,pass,4,3,paff,3,,pæs,pæf
6458,passable,8,7,passabro,7,,pæsəbəl,pæsæbɹoʊ
6459,passage,7,5,parrage,6,,pæsɪdʒ,pæɹɪdʒ
6460,passbook,8,6,pissbool,6,,pæsbʊk,pɪsbuːl
6461,passe,5,4,pazze,4,,pæs,pæz
6462,passenger,9,8,passungen,8,,pæsɪndʒɚ,pæsʌndʒən
6463,passerby,8,7,passorpy,7,,pæsɚbaɪ,pæsɔːɹpi
6464,passing,7,5,pazzing,5,,pæsɪŋ,pæzɪŋ
6465,passion,7,5,pallion,6,,pæʃən,pæliən
6466,passionate,10,7,passiorase,8,,pæʃənət,pæsɪɹeɪz
6467,passive,7,5,pattive,5,,pæsɪv,pættɪv
6468,passover,8,7,passovar,8,,pæsoʊvɚ,pæsəvɑːɹ
6469,passport,8,7,pisspork,7,,pæspɔːɹt,pɪspɔːɹk
6470,past,4,4,paist,4,,pæst,peɪɪst
6471,pasta,5,5,pusto,5,,pɑːstə,pʌstoʊ
6472,paste,5,4,poust,4,,peɪst,paʊst
6473,pasteurization,14,12,pasteuromarion,13,,pæstjuːɹᵻzeɪʃən,pæstjuːɹəmæɹiən
6474,pasteurize,10,8,pasteunase,8,,pæstjuːɹaɪz,pæstjuːneɪs
6475,pastime,7,6,pistide,6,,pæstaɪm,pɪstaɪd
6476,pastor,6,6,pustar,6,,pæstɚ,pʌstɑːɹ
6477,pastoral,8,8,pasturen,9,,pæstɚɹəl,pæstʃɚɹən
6478,pastry,6,6,padshy,5,,peɪstɹi,pædʃi
6479,pasture,7,6,pistude,7,,pæstʃɚ,pɪstuːd
6480,pat,3,3,zat,3,,pæt,zæt
6481,patch,5,3,pades,4,,pætʃ,peɪdz
6482,patent,6,5,pulent,6,,pæʔn̩t,pjʊlənt
6483,paternity,9,9,paberticy,9,,pətɜːnᵻɾi,pæbɚtɪsi
6484,path,4,3,palled,4,,pæθ,pɔːld
6485,pathetic,8,7,pathitin,7,,pɐθɛɾɪk,pæθɪtɪn
6486,pathologist,11,10,patherogize,9,,pæθɑːlədʒɪst,pæθɚɹɑːdʒaɪz
6487,pathway,7,5,puthwar,6,,pæθweɪ,pʌθwɔːɹ
6488,patience,8,6,palieves,6,,peɪʃəns,pæliːvz
6489,patient,7,6,pofient,7,,peɪʃənt,poʊfiənt
6490,patio,5,5,pariu,5,,pæɾɪoʊ,pɛɹɪuː
6491,patriarch,9,8,patruarce,8,,peɪtɹɪɑːɹk,pætɹuːɑːɹs
6492,patriot,7,7,pafloit,7,,peɪtɹɪət,pæflɔɪt
6493,patriotic,9,9,patraetid,9,,peɪtɹɪɑːɾɪk,pætɹiːtɪd
6494,patriotism,10,11,patraegise,9,,peɪtɹɪətɪzəm,pætɹiːdʒaɪz
6495,patrol,6,6,pothil,5,,pɐtɹoʊl,pɑːθɪl
6496,patron,6,6,poclon,6,,peɪtɹən,pɑːklɑːn
6497,patronage,9,8,patrinade,8,,pætɹənɪdʒ,pætɹɪneɪd
6498,patronize,9,8,patrinase,8,,pætɹənaɪz,pætɹɪneɪs
6499,patter,6,5,paffer,5,,pæɾɚ,pæfɚ
6500,pattern,7,6,pabbern,6,,pætɚn,pæbɚn
6501,patty,5,4,pabby,4,,pæɾi,pæbi
6502,pause,5,3,paifs,4,,pɔːz,peɪfs
6503,pave,4,3,pash,3,,peɪv,pæʃ
6504,pavilion,8,8,pavulion,8,,pɐvɪliən,pævjuːliən
6505,paving,6,5,pabing,5,,peɪvɪŋ,peɪbɪŋ
6506,paw,3,2,pam,3,,pɔː,pæm
6507,pawn,4,3,purn,4,,pɔːn,pɜːn
6508,pay,3,2,poy,2,,peɪ,pɔɪ
6509,payable,7,6,payobly,7,,peɪəbəl,peɪɑːbli
6510,paycheck,8,5,paschuck,5,,peɪtʃɛk,pæʃʌk
6511,payer,5,4,paber,5,,peɪɚ,peɪbɚ
6512,payment,7,6,pasmant,7,,peɪmənt,pæzmənt
6513,pea,3,2,peege,3,,piː,piːdʒ
6514,peacemaker,10,8,peacelaken,8,,piːsmeɪkɚ,piːsleɪkən
6515,peach,5,3,pilth,4,,piːtʃ,pɪlθ
6516,peacock,7,5,piacuck,6,,piːkɑːk,paɪəkʌk
6517,peak,4,3,peaf,3,,piːk,piːf
6518,peanut,6,5,pianit,6,,piːnʌt,piənɪt
6519,pearl,5,4,pealm,4,,pɜːl,piːlm
6520,peas,4,3,peam,4,,piːz,piːm
6521,peasant,7,6,pearint,7,,pɛzənt,pɪɹɪnt
6522,pebble,6,5,peggle,5,,pɛbəl,pɛɡəl
6523,peck,4,3,poik,3,,pɛk,pɔɪk
6524,peculiar,8,9,pecomiar,7,,pɪkjuːlɪɹ,pɛkoʊmaɪɚ
6525,pedal,5,4,podil,5,,pɛdəl,pɑːdɪl
6526,pedestal,8,7,pedistil,8,,pɛdɪstəl,pɛdɪstɪl
6527,pedestrian,10,10,pedistroan,10,,pədɛstɹiən,pɛdɪstɹoʊn
6528,pediatrician,12,11,pediotrurian,12,,piːdɪɐtɹɪʃən,pɛdɪətɹʊɹɹiən
6529,peep,4,3,peedge,3,,piːp,piːdʒ
6530,peephole,8,6,peemcole,6,,piːphoʊl,piːmkoʊl
6531,peg,3,2,pem,3,,pɛɡ,pɛm
6532,pelican,7,7,peloran,7,,pɛlɪkən,pɛlɔːɹən
6533,pelt,4,4,pern,3,,pɛlt,pɜːn
6534,pelvis,6,6,pilvit,6,,pɛlvɪs,pɪlvɪt
6535,pen,3,3,peb,3,,pɛn,pɛb
6536,penalize,8,7,penilase,7,,piːnəlaɪz,pɛnɪleɪz
6537,penalty,7,7,penilry,7,,pɛnəlɾi,pɛnɪlɹi
6538,pencil,6,6,pinfel,6,,pɛnsəl,pɪnfəl
6539,pendant,7,7,panmint,7,,pɛndənt,pænmɪnt
6540,pending,7,6,pinding,6,,pɛndɪŋ,pɪndɪŋ
6541,penetrate,9,8,penotrale,8,,pɛnɪtɹeɪt,pɛnətɹeɪl
6542,penetration,11,10,penatritive,10,,pɛnɪtɹeɪʃən,pɛnætɹᵻtɪv
6543,penetrative,11,10,penetritist,11,,pɛnɪtɹətɪv,pɛnɪtɹɪɾɪst
6544,penguin,7,7,pinguit,7,,pɛŋɡwɪn,pɪŋɡwɪt
6545,penholder,9,9,penhalden,9,,pɛnhoʊldɚ,pɛnhældən
6546,penicillin,10,9,penicollen,9,,pɛnɪsɪlᵻn,pɛnɪkɑːlən
